date,returns_austria,returns_belgium,returns_finland,returns_france,returns_germany,returns_greece,returns_ireland,returns_italy,returns_netherlands,returns_portugal,returns_spain,returns_sweden,returns_switzerland,returns_uk,,EUI
17/12/2015,-0.96%,1.66%,0.98%,1.14%,2.54%,15.24%,1.46%,1.46%,1.18%,1.23%,1.71%,0.73%,0.68%,0.66%,,147
18/12/2015,-0.40%,-0.75%,-1.63%,-1.12%,-1.22%,2.85%,-0.05%,-1.31%,-1.10%,0.62%,-1.65%,-1.49%,-0.51%,-1.30%,,147
19/12/2015,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,,147
20/12/2015,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,147
21/12/2015,-0.57%,-0.95%,-0.60%,-1.31%,-1.05%,1.76%,-0.52%,-0.68%,-1.31%,-1.45%,-3.68%,0.11%,-1.32%,-0.66%,,147
22/12/2015,0.91%,0.01%,-0.12%,0.05%,-0.09%,-3.72%,-0.25%,-0.19%,0.58%,0.47%,0.53%,0.06%,-0.19%,-0.06%,,147
23/12/2015,1.52%,2.05%,2.26%,2.31%,2.25%,-1.14%,1.16%,1.86%,2.92%,1.64%,2.37%,2.49%,2.31%,3.29%,,147
24/12/2015,0.00%,0.06%,0.00%,-0.24%,0.00%,0.00%,-0.41%,0.00%,0.09%,0.06%,0.43%,0.07%,-0.06%,0.01%,,147
25/12/2015,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-1.96%,-0.06%,-0.08%,,147
26/12/2015,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.01%,0.00%,,147
27/12/2015,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,147
28/12/2015,-0.24%,-0.09%,-0.74%,-0.97%,-0.69%,1.14%,0.00%,-0.41%,-0.82%,-1.02%,-1.36%,1.40%,0.19%,-0.21%,,147
29/12/2015,0.03%,1.74%,1.44%,1.79%,1.92%,-3.85%,1.39%,1.36%,1.62%,0.80%,1.23%,1.55%,1.64%,0.94%,,147
30/12/2015,0.03%,-0.51%,-0.52%,-0.52%,-1.08%,4.42%,0.22%,-1.13%,-0.34%,-0.37%,-0.30%,-0.81%,-0.37%,-0.75%,,147
31/12/2015,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.95%,0.00%,0.00%,-0.08%,-1.02%,0.40%,-0.63%,-0.34%,,147
01/01/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-1.10%,0.28%,-0.02%,,210
02/01/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.26%,0.00%,,210
03/01/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.00%,0.18%,0.07%,,210
04/01/2016,-2.05%,-2.47%,-2.99%,-3.36%,-4.37%,-1.33%,-1.29%,-3.25%,-3.30%,-1.56%,-2.45%,-4.08%,-1.88%,-2.31%,,210
05/01/2016,0.61%,0.28%,-0.23%,0.34%,0.26%,0.00%,0.46%,1.19%,0.76%,-0.30%,0.24%,-0.89%,0.61%,1.13%,,210
06/01/2016,0.00%,-1.09%,0.00%,-1.27%,-0.94%,-0.39%,-0.73%,-2.71%,-1.44%,-0.99%,-1.49%,-0.22%,-1.13%,-1.63%,,210
07/01/2016,-2.79%,-1.76%,-2.30%,-1.73%,-2.32%,0.00%,-1.86%,-1.15%,-1.88%,-0.45%,-1.51%,-2.09%,-1.91%,-3.38%,,210
08/01/2016,-3.39%,-1.61%,0.06%,-1.60%,-1.32%,-2.12%,0.04%,-1.60%,-2.39%,-0.30%,-1.67%,-1.06%,-2.44%,-1.43%,,210
09/01/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,,210
10/01/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,-0.05%,,210
11/01/2016,-0.91%,0.00%,0.73%,-0.49%,-0.25%,-0.78%,-0.19%,-0.57%,0.12%,-1.56%,-0.26%,0.20%,-0.70%,0.18%,,210
12/01/2016,0.71%,0.69%,1.04%,1.52%,1.62%,-3.20%,1.13%,1.08%,1.23%,1.73%,0.33%,0.39%,1.41%,0.35%,,210
13/01/2016,-0.57%,0.27%,0.73%,0.30%,-0.25%,2.41%,-0.24%,0.85%,0.39%,0.24%,0.21%,0.43%,0.31%,-0.03%,,210
14/01/2016,-1.56%,-2.09%,-2.76%,-1.82%,-1.69%,-2.81%,-2.42%,-1.69%,-1.12%,-2.44%,-1.66%,-1.65%,-0.98%,-0.37%,,210
15/01/2016,-2.65%,-2.07%,-3.14%,-2.41%,-2.57%,-0.63%,-2.07%,-3.11%,-2.40%,-3.86%,-2.82%,-3.51%,-2.59%,-3.66%,,210
16/01/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.12%,0.00%,,210
17/01/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.10%,-0.15%,0.10%,,210
18/01/2016,-2.03%,-1.32%,-0.29%,-0.49%,-0.25%,-1.86%,-0.68%,-2.69%,-0.39%,-3.78%,-0.87%,0.14%,-0.20%,-0.33%,,210
19/01/2016,2.09%,1.27%,1.76%,1.95%,1.48%,-4.04%,1.37%,1.03%,1.41%,0.55%,1.01%,2.51%,1.56%,0.99%,,210
20/01/2016,-3.42%,-2.92%,-3.12%,-3.51%,-2.86%,-1.54%,-3.30%,-4.96%,-2.98%,-2.60%,-3.25%,-3.60%,-3.13%,-3.05%,,210
21/01/2016,1.86%,2.13%,1.80%,1.96%,1.92%,0.00%,1.54%,4.12%,2.69%,2.68%,1.95%,2.24%,0.82%,2.09%,,210
22/01/2016,2.71%,2.79%,2.99%,3.05%,1.97%,4.12%,1.60%,1.62%,3.10%,3.17%,3.25%,3.96%,2.62%,3.00%,,210
23/01/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.04%,-0.05%,,210
24/01/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.02%,-0.04%,-0.02%,,210
25/01/2016,0.00%,-0.43%,-0.30%,-0.59%,-0.29%,-4.78%,-0.46%,-2.05%,-0.29%,0.28%,-1.80%,-0.76%,-0.32%,-0.99%,,210
26/01/2016,0.91%,1.13%,1.61%,1.05%,0.89%,-1.35%,0.79%,1.51%,0.93%,1.55%,1.45%,1.56%,0.18%,1.20%,,210
27/01/2016,-0.95%,-0.40%,0.09%,0.54%,0.59%,2.45%,-0.55%,-0.40%,0.58%,1.14%,0.56%,-0.61%,-0.03%,0.28%,,210
28/01/2016,-0.40%,-1.51%,-1.15%,-1.34%,-2.47%,0.00%,-2.03%,-3.55%,-1.02%,-0.03%,-1.74%,-2.69%,-2.31%,-0.49%,,210
29/01/2016,1.54%,2.23%,1.27%,2.17%,1.63%,-1.15%,2.05%,2.53%,2.63%,1.74%,2.59%,1.76%,2.09%,2.67%,,210
30/01/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,210
31/01/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.02%,-0.07%,0.07%,,210
01/02/2016,-1.00%,0.07%,-0.59%,-0.56%,-0.41%,-0.18%,1.64%,-0.92%,-0.37%,0.33%,-0.31%,-0.93%,-0.26%,0.22%,,228
02/02/2016,-0.52%,-1.55%,-1.16%,-2.50%,-1.83%,1.33%,-1.44%,-3.10%,-2.12%,-2.00%,-3.00%,-2.16%,-1.52%,-2.64%,,228
03/02/2016,-1.79%,-1.74%,-1.74%,-1.34%,-1.54%,0.45%,-2.02%,-2.89%,-1.06%,-1.17%,-2.54%,-1.43%,-1.26%,-1.79%,,228
04/02/2016,1.04%,-0.80%,-0.25%,0.04%,-0.44%,-11.36%,-1.25%,1.22%,0.41%,-0.11%,1.83%,1.72%,-1.17%,0.05%,,228
05/02/2016,0.76%,-1.28%,-0.06%,-0.66%,-1.15%,2.91%,-1.24%,-2.16%,-0.96%,-0.19%,0.37%,-0.63%,0.09%,-1.02%,,228
06/02/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.06%,-0.06%,-0.05%,,228
07/02/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,-0.03%,0.22%,,228
08/02/2016,-4.98%,-3.51%,-3.64%,-3.25%,-3.36%,-5.88%,-5.51%,-4.80%,-3.27%,-2.84%,-4.54%,-4.52%,-2.40%,-3.67%,,228
09/02/2016,-2.72%,-0.73%,-1.48%,-1.71%,-1.12%,-4.83%,-0.48%,-3.26%,-2.02%,-2.42%,-2.42%,-0.72%,-1.72%,-1.70%,,228
10/02/2016,1.49%,1.62%,0.68%,1.58%,1.54%,3.53%,2.97%,4.91%,0.52%,0.26%,2.69%,2.67%,1.98%,1.17%,,228
11/02/2016,-2.25%,-2.81%,-3.73%,-4.13%,-2.98%,1.06%,-2.68%,-5.79%,-3.09%,-4.57%,-5.00%,-4.28%,-3.32%,-2.99%,,228
12/02/2016,3.83%,2.30%,1.72%,2.49%,2.42%,-3.90%,0.95%,4.60%,2.39%,1.65%,2.23%,3.28%,2.12%,3.74%,,228
13/02/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.10%,0.00%,0.00%,,228
14/02/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.21%,0.38%,,228
15/02/2016,3.18%,2.92%,3.12%,2.96%,2.63%,1.57%,2.75%,3.14%,3.04%,2.30%,3.21%,3.60%,2.10%,2.00%,,228
16/02/2016,-0.70%,-0.07%,-0.47%,-0.11%,-0.78%,-5.40%,-0.55%,-0.49%,-0.17%,-0.17%,-0.51%,-0.65%,-0.38%,-0.11%,,228
17/02/2016,3.68%,2.40%,3.26%,2.94%,2.62%,17.57%,3.14%,2.45%,2.81%,2.99%,2.75%,3.48%,1.45%,2.86%,,228
18/02/2016,-2.28%,-0.95%,0.98%,0.15%,0.92%,-2.56%,0.30%,-1.54%,-0.23%,-0.49%,-0.83%,0.07%,-0.30%,-0.52%,,228
19/02/2016,0.50%,-0.43%,-0.80%,-0.40%,-0.80%,0.00%,-0.08%,-1.19%,-0.44%,-0.91%,-1.23%,-0.70%,-0.52%,-0.02%,,228
20/02/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,-0.28%,-0.80%,,228
21/02/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.26%,-0.11%,,228
22/02/2016,2.46%,1.38%,2.73%,1.78%,1.96%,-2.63%,0.60%,3.46%,2.10%,1.64%,2.33%,2.44%,1.17%,1.53%,,228
23/02/2016,-1.99%,-0.95%,-1.56%,-1.41%,-1.65%,7.22%,-0.86%,-1.97%,-1.26%,-2.34%,-1.43%,-1.22%,-1.10%,-2.25%,,228
24/02/2016,-1.64%,-1.96%,-2.25%,-1.98%,-2.68%,-2.13%,-0.77%,-2.62%,-1.92%,-1.78%,-3.12%,-2.88%,0.30%,-2.07%,,228
25/02/2016,0.94%,1.76%,1.57%,2.22%,1.77%,-3.89%,1.40%,2.28%,1.91%,1.54%,2.49%,2.24%,-0.32%,2.63%,,228
26/02/2016,1.21%,0.97%,0.74%,1.54%,1.93%,3.75%,1.49%,2.19%,1.74%,1.03%,1.61%,0.83%,1.16%,1.54%,,228
27/02/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,228
28/02/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.14%,-0.02%,,228
29/02/2016,0.39%,0.04%,0.07%,0.90%,-0.19%,9.41%,1.65%,0.79%,1.08%,1.20%,1.33%,0.55%,-0.19%,0.84%,,228
01/03/2016,1.73%,1.66%,1.76%,1.22%,2.31%,-5.57%,0.30%,2.18%,2.21%,1.31%,1.75%,0.75%,1.71%,1.23%,,228
02/03/2016,0.69%,-0.03%,-0.69%,0.41%,0.61%,6.74%,0.25%,1.07%,-0.11%,0.30%,1.77%,-0.46%,1.04%,0.83%,,228
03/03/2016,0.21%,-0.32%,0.41%,-0.20%,-0.25%,-3.91%,-0.59%,0.78%,-0.54%,0.94%,0.03%,0.64%,-1.40%,-0.32%,,228
04/03/2016,0.85%,0.06%,0.29%,0.91%,0.74%,8.83%,0.36%,-0.38%,0.93%,1.24%,0.51%,1.11%,-0.20%,0.99%,,228
05/03/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,228
06/03/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.01%,-0.02%,,228
07/03/2016,0.10%,-0.60%,-0.19%,-0.32%,-0.46%,-1.58%,-0.87%,-1.21%,-0.46%,-0.46%,-0.28%,-0.48%,0.12%,-0.12%,,228
08/03/2016,0.19%,-0.80%,-1.49%,-0.87%,-0.88%,1.20%,-0.62%,-0.23%,-0.72%,-1.41%,-0.53%,-0.64%,-0.56%,-1.20%,,228
09/03/2016,0.49%,0.40%,0.54%,0.49%,0.31%,1.96%,0.22%,1.05%,0.61%,0.55%,0.24%,1.20%,0.02%,0.48%,,228
10/03/2016,-0.85%,-0.88%,-1.28%,-1.72%,-2.34%,-3.15%,-0.94%,-0.50%,-1.24%,-0.11%,0.07%,-2.07%,-1.40%,-2.98%,,228
11/03/2016,2.44%,2.09%,1.99%,3.22%,3.45%,2.56%,1.86%,4.69%,2.65%,2.46%,3.63%,3.32%,1.78%,2.64%,,228
12/03/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,,228
13/03/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.18%,-0.18%,-0.19%,,228
14/03/2016,1.72%,0.61%,2.04%,0.31%,1.61%,1.36%,-0.57%,-0.03%,0.53%,1.54%,0.57%,0.88%,0.40%,0.44%,,228
15/03/2016,-1.07%,-0.79%,-0.98%,-0.76%,-0.57%,1.15%,-1.83%,-1.15%,-0.47%,-1.54%,-1.70%,-1.19%,-0.89%,-1.48%,,228
16/03/2016,0.04%,0.53%,-0.03%,-0.22%,0.50%,3.30%,-0.45%,-0.18%,0.41%,2.12%,-0.28%,-0.70%,-0.50%,0.28%,,228
17/03/2016,-0.11%,-0.95%,0.73%,-0.45%,-0.92%,-2.74%,-0.36%,-0.66%,0.05%,0.97%,0.18%,-0.45%,-0.47%,1.09%,,228
18/03/2016,0.85%,0.43%,0.32%,0.44%,0.59%,-5.39%,0.81%,0.02%,0.16%,0.24%,0.80%,-0.16%,-0.41%,0.23%,,228
19/03/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,-0.04%,-0.01%,,228
20/03/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.03%,-0.06%,-0.13%,,228
21/03/2016,-0.78%,-0.03%,-0.11%,-0.78%,-0.02%,-3.90%,-0.17%,0.46%,-0.22%,0.32%,-0.33%,-0.70%,0.71%,-0.39%,,228
22/03/2016,-0.28%,0.17%,-0.41%,0.09%,0.41%,0.82%,-0.04%,0.01%,-0.16%,0.07%,-0.32%,0.59%,-0.05%,-0.75%,,228
23/03/2016,-1.08%,0.11%,-0.61%,-0.18%,0.33%,3.24%,0.75%,-1.27%,0.05%,-0.77%,-0.72%,-1.20%,0.61%,-0.28%,,228
24/03/2016,-2.06%,-1.75%,-1.72%,-2.15%,-1.73%,0.59%,-0.01%,-1.62%,-1.33%,-1.08%,-1.55%,-2.00%,-1.45%,-1.27%,,228
25/03/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.03%,-0.20%,-0.11%,,228
26/03/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,228
27/03/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.04%,0.17%,,228
28/03/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.02%,0.12%,0.53%,,228
29/03/2016,0.31%,0.40%,0.51%,0.85%,0.37%,3.71%,1.14%,0.03%,0.66%,-1.04%,0.21%,0.45%,0.22%,0.08%,,228
30/03/2016,2.08%,1.09%,2.06%,1.76%,1.59%,-4.29%,0.70%,1.11%,1.32%,1.57%,0.70%,2.48%,0.36%,1.11%,,228
31/03/2016,-0.21%,-1.36%,-1.61%,-1.34%,-0.81%,-0.41%,-0.49%,-1.41%,-1.38%,-2.07%,-1.67%,-0.99%,-0.46%,-0.91%,,228
01/04/2016,-0.17%,-0.47%,-1.81%,-1.44%,-1.73%,-0.80%,-0.39%,-1.89%,-1.29%,-0.62%,-1.39%,-0.91%,-1.37%,-1.55%,,207
02/04/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,-0.01%,,207
03/04/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.15%,-0.02%,-0.03%,,207
04/04/2016,-0.61%,0.56%,0.23%,0.53%,0.28%,0.80%,0.04%,-0.78%,0.37%,-0.26%,-0.06%,0.27%,0.52%,0.64%,,207
05/04/2016,-1.14%,-1.62%,-1.32%,-2.21%,-2.67%,-0.20%,-1.03%,-3.05%,-1.67%,-2.09%,-2.47%,-2.10%,-0.42%,-1.90%,,207
06/04/2016,0.55%,0.71%,-0.50%,0.81%,0.64%,-0.59%,-0.33%,0.77%,0.50%,-0.53%,0.13%,0.72%,1.12%,0.81%,,207
07/04/2016,-1.32%,-0.76%,-1.35%,-0.91%,-0.98%,-1.22%,-0.73%,-2.48%,-0.53%,-1.80%,-1.27%,-1.28%,0.13%,-0.68%,,207
08/04/2016,1.39%,1.02%,1.99%,1.34%,0.96%,2.02%,0.52%,4.00%,1.26%,2.01%,1.61%,2.41%,0.77%,1.31%,,207
09/04/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,-0.02%,,207
10/04/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.07%,-0.05%,0.02%,,207
11/04/2016,0.24%,0.44%,0.31%,0.22%,0.63%,-0.59%,0.12%,1.24%,0.55%,0.41%,0.83%,0.74%,-0.98%,0.61%,,207
12/04/2016,0.20%,0.05%,0.31%,0.77%,0.81%,-0.41%,-0.38%,-1.58%,0.67%,0.69%,0.57%,0.37%,0.57%,1.14%,,207
13/04/2016,1.88%,1.97%,1.36%,3.27%,2.67%,1.00%,1.78%,4.05%,2.38%,1.90%,3.16%,2.05%,1.64%,2.31%,,207
14/04/2016,1.05%,0.58%,0.77%,0.47%,0.67%,-3.04%,-0.32%,0.89%,0.21%,0.42%,0.46%,-0.40%,1.22%,-0.20%,,207
15/04/2016,-0.62%,0.02%,-0.11%,-0.36%,-0.42%,-0.11%,-0.84%,-0.39%,-0.10%,-0.15%,-0.12%,-0.29%,-0.44%,-0.13%,,207
16/04/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.09%,0.76%,0.00%,,207
17/04/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.11%,-0.69%,-0.22%,,207
18/04/2016,0.34%,0.24%,0.53%,0.26%,0.68%,0.71%,-0.07%,0.55%,0.05%,-0.94%,0.35%,0.21%,0.44%,0.80%,,207
19/04/2016,1.15%,0.88%,1.64%,1.31%,2.24%,-0.19%,0.75%,0.49%,1.25%,0.32%,1.00%,2.08%,1.18%,1.08%,,207
20/04/2016,0.17%,0.07%,0.31%,0.56%,0.69%,0.19%,-0.66%,1.13%,-0.06%,1.66%,1.94%,0.55%,-0.04%,0.23%,,207
21/04/2016,-0.37%,-0.28%,-1.29%,-0.20%,0.14%,1.99%,-1.00%,0.40%,-0.60%,0.24%,0.55%,-0.82%,-0.60%,-0.43%,,207
22/04/2016,1.06%,0.24%,-1.10%,-0.29%,-0.60%,-0.62%,-0.44%,-0.25%,-0.43%,0.27%,0.39%,-0.63%,-0.41%,0.06%,,207
23/04/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,,207
24/04/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,-0.05%,0.18%,,207
25/04/2016,-1.61%,-0.88%,-1.76%,-0.52%,-0.77%,1.07%,0.40%,-1.53%,-1.06%,-0.59%,-1.01%,-0.66%,-0.35%,-0.80%,,207
26/04/2016,-0.33%,0.09%,1.10%,-0.29%,-0.34%,-2.23%,1.21%,1.44%,0.19%,-0.75%,1.55%,0.04%,-0.14%,0.72%,,207
27/04/2016,0.73%,0.24%,0.04%,0.58%,0.39%,-1.11%,0.82%,0.43%,0.16%,0.42%,0.53%,-0.06%,0.24%,0.05%,,207
28/04/2016,0.60%,-0.08%,0.64%,-0.04%,0.21%,4.72%,-0.58%,1.20%,0.43%,1.02%,-0.68%,0.17%,0.26%,0.27%,,207
29/04/2016,-0.62%,-1.96%,-1.10%,-2.86%,-2.77%,-1.79%,-1.24%,-2.00%,-2.39%,-0.99%,-2.66%,-2.53%,-1.81%,-2.11%,,207
30/04/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.01%,0.02%,,207
01/05/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.03%,-0.06%,-0.16%,,198
02/05/2016,-0.27%,0.35%,-0.45%,0.31%,0.84%,0.00%,0.00%,-0.98%,0.35%,0.67%,-0.04%,-0.43%,0.05%,-0.14%,,198
03/05/2016,-2.12%,-1.21%,-0.95%,-1.61%,-1.96%,0.00%,-1.95%,-2.49%,-1.80%,-1.66%,-2.89%,-2.16%,-1.27%,-1.49%,,198
04/05/2016,-1.51%,-1.38%,-0.98%,-1.10%,-1.00%,0.00%,-0.39%,-0.17%,-1.03%,0.18%,-1.27%,-1.31%,-1.50%,-1.42%,,198
05/05/2016,0.00%,-0.18%,0.00%,-0.11%,0.24%,1.87%,0.33%,-0.07%,0.54%,0.50%,0.40%,0.28%,-0.39%,0.78%,,198
06/05/2016,-0.04%,-0.06%,0.08%,-0.42%,0.18%,2.07%,0.01%,-0.45%,0.02%,-0.93%,0.15%,-1.21%,-0.68%,-0.30%,,198
07/05/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,198
08/05/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.11%,0.11%,,198
09/05/2016,-1.02%,0.30%,0.32%,0.50%,1.11%,1.99%,0.99%,-0.88%,0.06%,-0.96%,-0.48%,1.29%,1.34%,-0.24%,,198
10/05/2016,0.56%,0.81%,-0.08%,0.36%,0.65%,5.63%,1.10%,1.40%,1.08%,-0.15%,1.31%,0.51%,1.06%,1.03%,,198
11/05/2016,-0.62%,-0.61%,0.28%,-0.50%,-0.70%,-3.45%,-0.09%,-1.33%,-0.36%,-1.11%,-1.28%,-0.68%,0.05%,-0.46%,,198
12/05/2016,-0.50%,0.19%,-0.72%,-0.54%,-1.14%,0.00%,-0.32%,-0.27%,-0.88%,0.38%,-0.01%,-1.22%,-0.22%,-0.45%,,198
13/05/2016,-0.11%,0.82%,0.20%,0.62%,0.92%,0.73%,-0.32%,0.44%,0.61%,-0.18%,0.67%,0.61%,0.61%,0.56%,,198
14/05/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.27%,0.00%,0.00%,,198
15/05/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.40%,-0.06%,-0.15%,,198
16/05/2016,0.00%,-0.31%,0.54%,-0.18%,0.00%,0.00%,0.59%,0.05%,0.05%,-0.69%,-0.45%,0.61%,-0.24%,0.88%,,198
17/05/2016,0.24%,-0.47%,0.02%,-0.34%,-0.63%,-5.47%,0.11%,-1.35%,-0.33%,-0.13%,0.19%,-0.17%,-0.48%,0.36%,,198
18/05/2016,0.19%,0.07%,0.42%,0.50%,0.53%,0.20%,0.40%,1.22%,0.50%,0.07%,0.87%,0.43%,0.89%,1.75%,,198
19/05/2016,-1.29%,-0.31%,-0.93%,-0.85%,-1.49%,-1.17%,-0.48%,-0.95%,-1.44%,-0.60%,-1.15%,-1.41%,-0.95%,-1.66%,,198
20/05/2016,0.46%,1.41%,1.48%,1.65%,1.22%,0.20%,1.11%,1.50%,1.41%,0.95%,1.11%,1.88%,1.00%,0.83%,,198
21/05/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,,198
22/05/2016,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.11%,-0.09%,-0.07%,,198
23/05/2016,0.55%,-0.08%,-0.24%,-0.66%,-0.75%,6.25%,0.53%,-2.77%,-0.41%,-0.84%,-0.65%,-0.53%,0.72%,-0.31%,,198
24/05/2016,1.58%,1.65%,1.48%,2.43%,2.16%,-0.36%,1.99%,3.29%,2.08%,0.92%,2.32%,2.32%,1.43%,2.95%,,198
25/05/2016,1.43%,1.39%,0.86%,1.12%,1.46%,2.34%,1.32%,1.65%,1.25%,1.30%,2.29%,0.85%,0.55%,1.09%,,198
26/05/2016,0.00%,0.69%,1.15%,0.69%,0.66%,-1.78%,-0.28%,0.09%,0.42%,0.52%,-0.50%,0.55%,0.60%,-0.49%,,198
27/05/2016,-0.41%,0.21%,0.21%,0.05%,0.13%,-1.49%,0.76%,-0.17%,0.41%,-0.06%,0.31%,-0.14%,0.93%,0.48%,,198
